language	gold_label	sentence1	sentence2	promptID	pairID	genre	source_dataset
en	entailment	In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.	They supported the organization because they knew it would benefit the city.	1861_xnli.dev	5583_xnli.dev	letters	xnli.dev
en	entailment	Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.	The Omni Gazetteer of the United States is a first step.	2456_xnli.dev	7366_xnli.dev	verbatim	xnli.dev
en	contradiction	The European Union's Eurocrats have worthy ideas, such as persuading the continent's governments to agree on harmonious environmental and immigration policies.	There are no good ideas from the Eurocats.	2199_xnli.dev	6597_xnli.dev	slate	xnli.dev
en	entailment	yeah i don't yeah well what get's me you know this thing it went down to defeat last December by how many votes by just a few hundred votes	It lost by not very many votes.	351_xnli.dev	1052_xnli.dev	telephone	xnli.dev
en	neutral	When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.	The outage should have ended much sooner.	1422_xnli.dev	4264_xnli.dev	government	xnli.dev
en	entailment	Thus, it is possible to pick out the necessary morsels of information in noisy surroundings, if facial expressions, gestures and other contextual clues are taken into account.	Even in a noisy environment, you can learn the most important information by looking at facial expressions, gestures, and contextual signs.	2384_xnli.dev	7151_xnli.dev	verbatim	xnli.dev
en	neutral	Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.	The town is so pleasant I never want to leave.	1219_xnli.dev	3657_xnli.dev	travel	xnli.dev
en	neutral	Colder still and more distant than ever grew his lordship's voice.	As the lordship, he showed no mercy to his subjects.	874_xnli.dev	2620_xnli.dev	fiction	xnli.dev
en	neutral	The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.	Soft and warm words from children allow us to not fear that computers that crash, bomb and abort.	2423_xnli.dev	7269_xnli.dev	verbatim	xnli.dev
en	neutral	Rational expectations grew, in part, out of an attempt to understand actual trading on stock exchanges.	More and more people started trading on online stock exchanges.	583_xnli.dev	1747_xnli.dev	oup	xnli.dev
en	entailment	For example, in GGD, a design study was done as a separate job, culminating	A design study was conducted in isolation.	1269_xnli.dev	3806_xnli.dev	government	xnli.dev
en	entailment	Like Ross, Mehta struggles to express William Shawn's ineffable virtues.	Both Mehta and Ross have a tough time expressing Willliam Shawn's virtues.	2127_xnli.dev	6379_xnli.dev	slate	xnli.dev
en	entailment	Brendan Gill, the former executive director of the Bexar County group, said he has since come to see the merger as a positive move for South Texas.	Brendan Gill likes the merger	1471_xnli.dev	4412_xnli.dev	government	xnli.dev
en	contradiction	We look forward to your continued support and working even more closely with you and your staff this year and in fiscal year 2002.	We intend to sever our relationship with your organization effective immediately.	1377_xnli.dev	4129_xnli.dev	government	xnli.dev
en	entailment	The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.	Children's words are soft and warm which allays our fears about computers that crash and bomb and abort.	2423_xnli.dev	7268_xnli.dev	verbatim	xnli.dev
en	contradiction	.. wisps of white clouds scattered across a clear, blue sky.	The sky is clear and blue, with not a cloud in sight.	1983_xnli.dev	5948_xnli.dev	letters	xnli.dev
en	contradiction	This is the legal underpinning of Justice Anthony Kennedy's nostalgic embrace of states' rights.	Kennedy favors federal rights.	2043_xnli.dev	6127_xnli.dev	slate	xnli.dev
en	entailment	The second level of falsity is that Brock defends Hillary only to elevate his own, proprietary scandal.	The next level of lies is that Brock Defends Hillary to elevate himself.	2167_xnli.dev	6501_xnli.dev	slate	xnli.dev
en	contradiction	Flanking it, a modern octagonal church to the east and a chapel and hexagonal tower to the west represent the city's post-war rebirth.	The marketplace represents the city's post-war rebirth.	1130_xnli.dev	3389_xnli.dev	travel	xnli.dev
en	neutral	Which aspect of our foreign policy does Richard Clarke most fear will be abandoned--standing around while civilians are slaughtered in Rwanda or standing around while civilians are slaughtered in Kosovo?	Clarke has worries about how we will respond to the recent violence.	2161_xnli.dev	6481_xnli.dev	slate	xnli.dev
en	entailment	The flashes of wisdom should not be overlooked,	The flashes of wisdom should always be considered.	2441_xnli.dev	7323_xnli.dev	verbatim	xnli.dev
en	neutral	Strange, is it not, that we pay no attention to one of the most profound features of the world right smack in front of our collective nose?	We don't look at that famous building?	582_xnli.dev	1746_xnli.dev	oup	xnli.dev
en	contradiction	course that might up crime you know and uh people go in and steal your television and steal and sell it just because they can't they can't work anymore you know	That will cause a decrease in crime.	333_xnli.dev	999_xnli.dev	telephone	xnli.dev
en	contradiction	yeah i always said if i died well i always said if i died i'd come back as a dog that'd be the best way to be	I don't believe in any type of afterlife.	496_xnli.dev	1486_xnli.dev	telephone	xnli.dev
en	neutral	His relationship with her remained close throughout his time in the United States.	He had a relationship with an American woman.	1682_xnli.dev	5044_xnli.dev	nineeleven	xnli.dev
en	neutral	The second level of falsity is that Brock defends Hillary only to elevate his own, proprietary scandal.	Some people believe it is false that Brock defends Hillary to elevate himself.	2167_xnli.dev	6500_xnli.dev	slate	xnli.dev
en	entailment	The junk yards of history are strewn with wreckage.	The evidence is the wreckage in the junk yards of history.	2069_xnli.dev	6207_xnli.dev	slate	xnli.dev
en	neutral	um there's nothing wrong with a parent gifting everything she has to uh to uh to an individual like uh like like you	It's ok for parents to support their kids until they are able to do it on their own.	454_xnli.dev	1361_xnli.dev	telephone	xnli.dev
en	neutral	The United States was not a primary source of al Qaeda funding, although some funds raised in the United States may have made their way to al Qaeda or its affiliated groups.	Britain also gave money to al Qaeda.	1644_xnli.dev	4930_xnli.dev	nineeleven	xnli.dev
en	entailment	More Capitalizing on frayed relations between British Telecom and MCI, WorldCom outbid BT by offering $30 billion for MCI.	WorldCom was in a bidding war against BT.	2240_xnli.dev	6720_xnli.dev	slate	xnli.dev
en	entailment	s great historic moment came in 1864, when its capital, Charlottetown, hosted a meeting of Maritime leaders with delegates from Ontario and Quebec to chart the path to Canada's federal status as a united dominion.	Charlottetown hosted leaders.	1227_xnli.dev	3680_xnli.dev	travel	xnli.dev
en	entailment	Hopes were raised, and also fizzled, over Bahamian citrus and pineapple.	The Bahamian citrus was not as great as everyone had hoped.	1013_xnli.dev	3039_xnli.dev	travel	xnli.dev
en	contradiction	In contrast, the impact of volume is greater in the U.S. than in France because the U.S. has lower postal densities and a greater variation in volumes.	The impact in France is greater than that in the United States.	1405_xnli.dev	4213_xnli.dev	government	xnli.dev
en	neutral	My hope is you were greatly blessed and encouraged by this issue.	I know you will do all in your power to fight breastfeeding cancer.	1766_xnli.dev	5298_xnli.dev	letters	xnli.dev
en	neutral	This is the legal underpinning of Justice Anthony Kennedy's nostalgic embrace of states' rights.	Kennedy favors states rights when it comes to abortion.	2043_xnli.dev	6128_xnli.dev	slate	xnli.dev
en	neutral	We are literally making our world together, we critters.	Living beings make up the world as do plants and trees. But we can change out the effects we cause.	691_xnli.dev	2072_xnli.dev	oup	xnli.dev
en	neutral	And who the devil may you be? he exploded at last.	The person was actually the devil himself.	873_xnli.dev	2619_xnli.dev	fiction	xnli.dev
en	contradiction	In the closing years of the 19th century there was much discussion concerning the word	The word was abandoned and forgotten before the end of the 19th century.	2318_xnli.dev	6954_xnli.dev	verbatim	xnli.dev
en	contradiction	If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.	The book will only need one pitching no matter what.	2420_xnli.dev	7260_xnli.dev	verbatim	xnli.dev
en	neutral	Like Ross, Mehta struggles to express William Shawn's ineffable virtues.	William Shawn's ineffable virtues are difficult to express for anyone.	2127_xnli.dev	6381_xnli.dev	slate	xnli.dev
en	contradiction	Cynicism dissolves with your first taste of the town's gentle ambience, created by a clever combination of the comforts of sophisticated modernity with the simpler joys of the wilderness at its back door.	The town is an angry, terrible place.	1219_xnli.dev	3655_xnli.dev	travel	xnli.dev
en	contradiction	Still others will simply marvel at the use of language and wonder just where our analytical side ends and our emotional side begins.	This piece is nothing but a dry analytical analysis.	2356_xnli.dev	7067_xnli.dev	verbatim	xnli.dev
en	entailment	The United States was not a primary source of al Qaeda funding, although some funds raised in the United States may have made their way to al Qaeda or its affiliated groups.	The United States may have given money to al Qaeda.	1644_xnli.dev	4932_xnli.dev	nineeleven	xnli.dev
en	entailment	Fashioning time for parents and children to be together is the rst step toward implementing the ideas and practices I'll discuss in this book.	In this book, I'll cover topics that parents and their children can implement while spending time together.	725_xnli.dev	2174_xnli.dev	oup	xnli.dev
en	entailment	As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.	I have not had an easy time finding a word that can be cut into two successively smaller forms.	2310_xnli.dev	6929_xnli.dev	verbatim	xnli.dev
en	contradiction	The massive courtyards and pavilions above Yongle's burial chambers have been restored, and they house some of the Ming Tombs' excavated treasures, including imperial armor.	You can't see anything old on display.	1072_xnli.dev	3216_xnli.dev	travel	xnli.dev
en	contradiction	It is part of the Center's effort to serve the needs of communities directly by training those 'who are responsible for sustaining philanthropy at the grassroots.	The center focuses on helping other continents.	1977_xnli.dev	5930_xnli.dev	letters	xnli.dev
en	entailment	Three Japanese banks will merge to create the world's largest financial institution.	The bank will be the largest in the world.	2130_xnli.dev	6388_xnli.dev	slate	xnli.dev
en	entailment	Colder still and more distant than ever grew his lordship's voice.	The Lord's voice felt both distant and chilling	874_xnli.dev	2622_xnli.dev	fiction	xnli.dev
en	contradiction	care about how the national news affects the local area	I could care less what the national news covers with concerns about our local areas.	289_xnli.dev	866_xnli.dev	telephone	xnli.dev
en	neutral	Student tuition has been raised 12% for 1992-92, a significant increase.	The tuition rate will continue to climb each year.	1899_xnli.dev	5697_xnli.dev	letters	xnli.dev
en	entailment	It sweeps words in its passage, as well.	It also sweeps words when passing by.	2407_xnli.dev	7219_xnli.dev	verbatim	xnli.dev
en	entailment	The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.	There are many English words that should be removed from the language.	2492_xnli.dev	7476_xnli.dev	verbatim	xnli.dev
en	entailment	The New Yorker has fought back with special issues--massive tomes about race or Hollywood or the future.	In response, the New Yorker has published massive special issues about topics like Hollywood, race, and the future.	2229_xnli.dev	6686_xnli.dev	slate	xnli.dev
en	entailment	Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.	I'm not in agreement with Hendrickson about the origin of the horse latitudes.	2413_xnli.dev	7238_xnli.dev	verbatim	xnli.dev
en	neutral	And, she didn't really understand.	Alas, she was not able to understand clearly due to a language barrier.	35_xnli.dev	103_xnli.dev	facetoface	xnli.dev
en	entailment	The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	There aren't enough IT workers to fill the jobs.	1282_xnli.dev	3846_xnli.dev	government	xnli.dev
en	entailment	Steve, I couldn't even lift your wallet, Hatch shot back.	Hatch joked thay he couldn't even lift Steve's wallet.	2032_xnli.dev	6096_xnli.dev	slate	xnli.dev
en	contradiction	The USDA argues, however, that what is needed is more enforcement power, and to that end, it is advancing a bill designed to expand its authority.	The USDA says they need looser enforcement.	2061_xnli.dev	6183_xnli.dev	slate	xnli.dev
en	neutral	This is a demand curve, conditional on the constraint that the discount remains the same, under which condition no mailers will shift to workshared.	The demand curve won't change this month.	1385_xnli.dev	4155_xnli.dev	government	xnli.dev
en	contradiction	You have the effrontery to upbraid me because I will not take your hands when I know how they are stained; when I know you for a murderer and worse? He stared at her open-mouthed.	He chose to take her hands because they were small, delicate, and most of all, clean.	767_xnli.dev	2301_xnli.dev	fiction	xnli.dev
en	entailment	The acoustics inside the tomb are very precise, exaggerating the sound of your approaching fellow visitors.	The acoustics make things loud.	1111_xnli.dev	3333_xnli.dev	travel	xnli.dev
en	entailment	Your resolve delivered me from a horrible danger, she admitted.	She had told him that resolve was what it took to keep her away from peril.	838_xnli.dev	2513_xnli.dev	fiction	xnli.dev
en	contradiction	The find that caught the whole world's imagination was made by one James Wilson Marshall, a carpenter, at John Sutter's sawmill on the American River at Coloma, which lies midway between Sacramento and Lake Tahoe.	James Wilson Marshall did nothing special.	1145_xnli.dev	3433_xnli.dev	travel	xnli.dev
en	entailment	When Babcock &amp; Wilcox retrofitted the 675 MWe AES Somerset boiler, the outage began on May 14, and the boiler was returned to service on June 26 - about a six-week outage.	There was a six-week service outage.	1422_xnli.dev	4265_xnli.dev	government	xnli.dev
en	neutral	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	The FDNY did not want local, federal, bistate, and state agencies to help.	1616_xnli.dev	4847_xnli.dev	nineeleven	xnli.dev
en	contradiction	The junk yards of history are strewn with wreckage.	Junk yards are storage facilities with clean, new, products stored in neat columns.	2069_xnli.dev	6205_xnli.dev	slate	xnli.dev
en	entailment	We need these additional resources to continue our efforts to further strengthen GAO and be a model organization for the rest of the federal government and accountability organizations around the world.	We want to make GAO stronger.	1425_xnli.dev	4275_xnli.dev	government	xnli.dev
en	contradiction	The equally whimsical nature of the definitions' defies description.	The definitions are actually quite dry and non descriptive.	2372_xnli.dev	7114_xnli.dev	verbatim	xnli.dev
en	contradiction	When the travel voucher is being processed, the automated system could compare the information on the actual charges processed by the charge card company with those claimed on the voucher.	When the travel voucher is used, the system freaks out and won't work.	1325_xnli.dev	3975_xnli.dev	government	xnli.dev
en	entailment	As we will see, in both cases, it appears that something profound is going on in the universe that is not finitely prestatable.	It looks as though something profound in going on in the universe.	709_xnli.dev	2125_xnli.dev	oup	xnli.dev
en	neutral	I have sent for you, Captain Blood, because of certain news that has just reached me.	The news I received shocked me to the core.	791_xnli.dev	2373_xnli.dev	fiction	xnli.dev
en	neutral	The European Union's Eurocrats have worthy ideas, such as persuading the continent's governments to agree on harmonious environmental and immigration policies.	The environmental and immigration policies are not good.	2199_xnli.dev	6596_xnli.dev	slate	xnli.dev
en	neutral	We have beginning mathematical models that reveal something about this hierarchical organizationa=aalthough the best current models are curiously limited despite their brilliance.	There is much more to learn about the organization.	577_xnli.dev	1731_xnli.dev	oup	xnli.dev
en	contradiction	You are Lord Julian Wade, I understand, was his truculent greeting.	Lord Julian Wade provided a warm and welcoming greeting.	770_xnli.dev	2308_xnli.dev	fiction	xnli.dev
en	entailment	well we're definitely keeping them poor and down trodden and helpless	Our actions prevent them from improving.	493_xnli.dev	1477_xnli.dev	telephone	xnli.dev
en	contradiction	Aye, said Ogle, that is true. But there were some who were still in open and frank revolt against the course.	Ogle never mentioned anyone who disliked the current course.	954_xnli.dev	2860_xnli.dev	fiction	xnli.dev
en	entailment	It was clear that the lead response agency was the FDNY, and that the other responding local, federal, bistate, and state agencies acted in a supporting role.	Many agencies supported the FDNY in its response.	1616_xnli.dev	4846_xnli.dev	nineeleven	xnli.dev
en	entailment	The disputes took on the tones of class struggle.	They fought about the poor vs the rich.	746_xnli.dev	2237_xnli.dev	oup	xnli.dev
en	entailment	You are not sure you've been clear about whose side you're on.	We don't know who you support.	2066_xnli.dev	6198_xnli.dev	slate	xnli.dev
en	entailment	Bid them take in sail, Jeremy, he said quietly.	He spoke with a soft tone.	974_xnli.dev	2920_xnli.dev	fiction	xnli.dev
en	neutral	Pickard recalls the alleged statement being made at a briefing on July 12.	Pickard remembered the briefing covered the facts of the crash.	1538_xnli.dev	4613_xnli.dev	nineeleven	xnli.dev
en	neutral	I hope your lordship begins at last to perceive the folly of granting the King's commission to such a man as this against all my counsels.	While the lordship was very smart, his grave mistake of not listening to my counsel will spell the end of the kingdom.	922_xnli.dev	2765_xnli.dev	fiction	xnli.dev
en	neutral	So why does Gates produce at such a frantic pace?	The President was wondering why machines in the Gates factory produce at such a high rate.	2214_xnli.dev	6641_xnli.dev	slate	xnli.dev
en	neutral	Your words have rankled with him.	He is going to punish you for those words.	914_xnli.dev	2741_xnli.dev	fiction	xnli.dev
en	neutral	What I think of you can be a very little matter to you, sir. This was a disarming stroke.	You might care what I think about you.	961_xnli.dev	2882_xnli.dev	fiction	xnli.dev
en	entailment	We are literally making our world together, we critters.	Every living being affects the world we live in.	691_xnli.dev	2071_xnli.dev	oup	xnli.dev
en	contradiction	We are literally making our world together, we critters.	People do not live in the world it is made up only of animals and plants.	691_xnli.dev	2073_xnli.dev	oup	xnli.dev
en	contradiction	Human resources systems were consolidated and new corporate structures were quickly defined to ensure continued support to the enlarged customer base.	Human resource systems were expanded beyond their previous state.	1252_xnli.dev	3756_xnli.dev	government	xnli.dev
en	neutral	And, uh, if it surged and just kept surging it would go 'whish,' and, like it was going to pull your head off.	If there is a surge of electricity, it's very dangerous to anyone around.	212_xnli.dev	634_xnli.dev	facetoface	xnli.dev
en	entailment	But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.	The review does not cover some essential information from the dedication.	2317_xnli.dev	6951_xnli.dev	verbatim	xnli.dev
en	neutral	The flashes of wisdom should not be overlooked,	The flashes of wisdom are of great significance.	2441_xnli.dev	7322_xnli.dev	verbatim	xnli.dev
en	entailment	My hope is you were greatly blessed and encouraged by this issue.	I hope this issue gave you newfound enthusiasm.	1766_xnli.dev	5296_xnli.dev	letters	xnli.dev
en	contradiction	Population growth is like pollution in reverse.	There is no relation between population growth and pollution.	2048_xnli.dev	6144_xnli.dev	slate	xnli.dev
en	neutral	You have the effrontery to upbraid me because I will not take your hands when I know how they are stained; when I know you for a murderer and worse? He stared at her open-mouthed.	He believed the crime committed could have been genocide.	767_xnli.dev	2299_xnli.dev	fiction	xnli.dev
en	entailment	The wonderful connections formed each day are made possible through the support of Society operations.	The Society contributes a lot to the connections that are made.	1988_xnli.dev	5962_xnli.dev	letters	xnli.dev
en	entailment	A cavalier is tied to his steed through Latin caballus `horse.	The very name of a cavalier indicates his connection to his horse.	2284_xnli.dev	6851_xnli.dev	verbatim	xnli.dev
en	contradiction	One Treasury official described CIA's posture as benign neglect toward the Foreign Terrorist Asset Tracking Center (FTATC), and characterized the CIA as believing that financial tracking had limited utility.	The CIA relied on financial tracking as it's primary counter terrorism tool.	1741_xnli.dev	5223_xnli.dev	nineeleven	xnli.dev
en	entailment	The connection between the limited nation and unbounded equality has paradoxical overtones.	The nation is not reaching its full potential.	682_xnli.dev	2046_xnli.dev	oup	xnli.dev
en	contradiction	Rational expectations grew, in part, out of an attempt to understand actual trading on stock exchanges.	No one was interested in actual trading on stock exchanges.	583_xnli.dev	1748_xnli.dev	oup	xnli.dev
en	contradiction	Economic growth is part and parcel of the creativity of the universe as a whole.	Economic growth is a monster of its own kind; an entity independent of the universe.	681_xnli.dev	2041_xnli.dev	oup	xnli.dev
en	contradiction	Just a few blocks in back of the malecen are a growing collection of unique clubs with a more urban edge.	The collection of clubs is dull and looks the same as all the others.	1133_xnli.dev	3398_xnli.dev	travel	xnli.dev
en	entailment	Your words have rankled with him.	He did not like what you said.	914_xnli.dev	2740_xnli.dev	fiction	xnli.dev
en	neutral	The problem of exploitation in apparently voluntary sexual relations has long been with us.	The problem of exploitation is getting better.	615_xnli.dev	1843_xnli.dev	oup	xnli.dev
en	entailment	It was she now who was on her defence, her voice quivering with indignation.	The woman was angry and defensive.	820_xnli.dev	2459_xnli.dev	fiction	xnli.dev
en	neutral	As we will see, in both cases, it appears that something profound is going on in the universe that is not finitely prestatable.	The universe is a very confusing place.	709_xnli.dev	2126_xnli.dev	oup	xnli.dev
en	contradiction	The English speech is already overburdened with outlandish words that ought never to have been taken in, and ought even now to be turned out.	English is badly in need of additional exotic words.	2492_xnli.dev	7474_xnli.dev	verbatim	xnli.dev
