language	gold_label	sentence1	sentence2	promptID	pairID	genre	source_dataset
es	entailment	Por ejemplo, en GGD, se realizó un estudio de diseño como un trabajo separado, culminando.	Un estudio de diseño se realizó de forma aislada.	1269_xnli.dev	3806_xnli.dev	government	xnli.dev
es	entailment	¡Las maravillosas conexiones formadas cada día son posibles gracias al apoyo de las operaciones de la Sociedad por parte de organizaciones como la suya!	Las organizaciones como la suya son las que ayudan a formar conexiones fantásticas todos los días.	1864_xnli.dev	5590_xnli.dev	letters	xnli.dev
es	contradiction	Sí, dijo Ogle, eso es verdad. Pero había algunos que todavía estaban en rebelión abierta y franca contra la línea de acción.	Ogle nunca mencionó que hubiera nadie a quien no gustara el curso actual.	954_xnli.dev	2860_xnli.dev	fiction	xnli.dev
es	neutral	Aunque este planteamiento les resulte bastante razonable a los naturalistas, es uno de los planteamientos más controversiales para reconciliar la fe y la razón.	Es difícil reconciliar fe y razón.	2101_xnli.dev	6302_xnli.dev	slate	xnli.dev
es	entailment	Durante este año fiscal y el siguiente, la escuela de derecho deberá absorber las reducciones según la apropiación estatal y unos mayores costes sanitarios, con un total de más de 400 000 $.	El colegio de abogados tiene que lidiar con recortes de presupuesto.	1995_xnli.dev	5983_xnli.dev	letters	xnli.dev
es	contradiction	El habla inglesa ya está recargada con palabras superfluas que nunca deberían haberse aceptado y que incluso ahora se debería rechazar.	El inglés necesita urgentemente palabras exóticas adicionales.	2492_xnli.dev	7474_xnli.dev	verbatim	xnli.dev
es	entailment	Pero Pitt, aunque lo compartió, fue rápido en obedecer.	Pitt siguió rápidamente la orden.	851_xnli.dev	2553_xnli.dev	fiction	xnli.dev
es	neutral	Las escarpadas crestas de Montserrat surgen de la llanura sin rasgos distintivos del Llobregat 62 kilómetros (38 millas) al noroeste de Barcelona, ​​en el corazón de Cataluña.	Las montañas de Mountesserat son las más altas de la zona.	1152_xnli.dev	3456_xnli.dev	travel	xnli.dev
es	entailment	Sí, no lo hago bien, ¿qué es lo que pasó en la derrota en diciembre pasado? ¿o por cuántos votos? ¿o por unos pocos cientos de votos?	Perdió no por muchos votos.	351_xnli.dev	1052_xnli.dev	telephone	xnli.dev
es	entailment	Se supone que los niveles de contaminación del aire por debajo del umbral para cada efecto de salud estudiado no causan el efecto.	Hay un umbral en cada estudio que determina el efecto de la contaminación del aire.	1461_xnli.dev	4383_xnli.dev	government	xnli.dev
es	contradiction	El director aún no tiene una estrategia para quitar la información o compartir barreras y (más de dos años desde el 9/11) solo ha citado a un grupo de trabajo sobre el tema.	El Director suprimió inmediatamente toda la información compartiendo barreras.	1715_xnli.dev	5145_xnli.dev	nineeleven	xnli.dev
es	entailment	Al pasar por ellos, es posible que veas una vieja chimenea que se rompe sobre la línea de los árboles, una señal muy fuerte de que el pueblo alguna vez formó parte de una hacienda.	Las chimeneas indican que el pueblo formaba parte de una hacienda.	1106_xnli.dev	3318_xnli.dev	travel	xnli.dev
es	neutral	El New Yorker ha contraatacado con ediciones especiales-- tomos masivos sobre la raza, Hollywood o el futuro.	The New Yorker ha respondido con más de 20 números especiales, incluidas revistas completas sobre racismo, viajes espaciales y educación.	2229_xnli.dev	6687_xnli.dev	slate	xnli.dev
es	contradiction	La historia de la portada de Time es el programa de 12 pasos de Bill Gates para triunfar en la era digital.	Kim Kardashian escribió la historia de portada de la revista Time sobre los 12 pasos necesarios para el éxito en la era digital.	2021_xnli.dev	6061_xnli.dev	slate	xnli.dev
es	entailment	Cuando Babcock & amp; Wilcox modernizó la caldera AES Somerset 675 MWe, el parón comenzó el 14 de mayo y la caldera volvió a funcionar el 26 de junio, lo que supuso un parón de casi seis semanas.	Hubo un corte de servicio de seis semanas.	1422_xnli.dev	4265_xnli.dev	government	xnli.dev
es	neutral	Louisa May Alcott y Nathaniel Hawthorne vivían en la calle Pinckney. Y Beacon Street se enorgullecía de contar con el historiador William Prescott. Oliver Wendell Holmes la apodó “la soleada calle que alberga a los pocos elegidos”.	Hawthorne vivió en la calle Pinckney durante 7 años.	1082_xnli.dev	3245_xnli.dev	travel	xnli.dev
es	entailment	El cinismo se disuelve con su primer sabor del ambiente apacible de la ciudad, creado por una combinación inteligente de las comodidades de la modernidad sofisticada con los placeres más simples de la naturaleza en la puerta trasera.	El pueblo es amistoso.	1219_xnli.dev	3656_xnli.dev	travel	xnli.dev
es	entailment	Pero sospecho que esta seriedad es solo una máscara bajo la cual se divertía Lord Julian en secreto.	Julian parecía serio, pero en realidad se divirtió.	918_xnli.dev	2752_xnli.dev	fiction	xnli.dev
es	neutral	He mandado enviar por usted, Capitán Blood, debido a ciertas noticias que me acaban de llegar.	Las noticias que recibí me afectaron hasta lo más hondo.	791_xnli.dev	2373_xnli.dev	fiction	xnli.dev
es	neutral	Este es el sustento legal del abrazo nostálgico del Juez Anthony Kennedy a los derechos de los estados.	Kennedy favorece los derechos de los estados cuando se trata de aborto.	2043_xnli.dev	6128_xnli.dev	slate	xnli.dev
es	neutral	En el medio de la plaza todavía hay sombra y un jardín de flores en donde los lugareños y los visitantes se reúnen para el almuerzo o la cena.	La gente se alinea para comer en el jardín.	1220_xnli.dev	3659_xnli.dev	travel	xnli.dev
es	entailment	Las palabras son, en general, antiguas.	La mayoría de las palabras tienden a ser bastante viejas.	2367_xnli.dev	7099_xnli.dev	verbatim	xnli.dev
es	neutral	La reseña de John Horgan del libro Climbing Mount Impossible (The Mystery of Life) de Richard Dawkins es interesante.	John Horgan dio una reseña brillante de cinco estrellas al libro de Richard Dawkins.	2159_xnli.dev	6476_xnli.dev	slate	xnli.dev
es	entailment	El espíritu de liberalismo prevaleciente en Europa tardó en llegar a España.	El liberalismo no llegó a España hasta más tarde.	1218_xnli.dev	3653_xnli.dev	travel	xnli.dev
es	contradiction	Además, su concepto del tiempo es circular, no lineal, por lo que marcar el paso del tiempo no es tan importante como celebrar la vuelta a los eventos de temporada.	Como su concepto del tiempo es lineal, el paso del tiempo es más importante que el retorno de los eventos estacionales.	2305_xnli.dev	6913_xnli.dev	verbatim	xnli.dev
es	entailment	La tecnología, aunque supuestamente indispensable, nos ha hecho ir a la velocidad de la luz.	La tecnología nos ha acelerado.	1990_xnli.dev	5969_xnli.dev	letters	xnli.dev
es	neutral	Fue claro que la agencia líder de respuesta fue el Departamento de Bomberos de Nueva York, y que las otras agencias locales, federales, biestatales y estatales que respondieron actuaron en un rol de apoyo.	El FDNY no quería que las agencias locales, federales, biestatales y estatales lo ayudaran.	1616_xnli.dev	4847_xnli.dev	nineeleven	xnli.dev
es	neutral	Los eurócratas de la Unión Europea tienen ideas valiosas, como persuadir a los gobiernos del continente para que hagan políticas de inmigración y ambientales armonizadas.	Las políticas medioambientales y de inmigración no son buenas.	2199_xnli.dev	6596_xnli.dev	slate	xnli.dev
es	neutral	Sí, no lo hago bien, ¿qué es lo que pasó en la derrota en diciembre pasado? ¿o por cuántos votos? ¿o por unos pocos cientos de votos?	Fue rechazado porque la gente no quería salir a votar.	351_xnli.dev	1051_xnli.dev	telephone	xnli.dev
es	contradiction	Los críos estamos construyendo nuestro mundo juntos, literalmente.	La gente no vive en el mundo, está compuesto solo de animales y plantas.	691_xnli.dev	2073_xnli.dev	oup	xnli.dev
es	neutral	Esperamos con interés su apoyo continuo y trabajar aún más estrechamente con usted y su personal este año y en el año fiscal 2002.	Trabajamos estrechamente con siete empleados diferentes este año.	1377_xnli.dev	4130_xnli.dev	government	xnli.dev
es	contradiction	Pero este lustro en la dedicación se omite en esta revisión, dejando al lector con menos sabiduría que antes.	La reseña cubría toda la información que un lector necesitaría saber.	2317_xnli.dev	6950_xnli.dev	verbatim	xnli.dev
es	contradiction	Su ayuda hoy nos permitirá fortalecer aún más la herencia filantrópica de los Estados Unidos al expandir los cruciales programas educativos, de liderazgo y de divulgación del Centro.	No planeamos expandirnos en absoluto.	1826_xnli.dev	5476_xnli.dev	letters	xnli.dev
es	contradiction	El crecimiento económico es parte fundamental de la creatividad del universo como un todo.	El crecimiento económico es un monstruo de un tipo muy particular; una entidad independiente del universo.	681_xnli.dev	2041_xnli.dev	oup	xnli.dev
es	entailment	En este contexto, la reciente publicación del Omni Gazetteer of the United States of America, a pesar de sus 1.500.000 entradas, puede considerarse como solo un primer paso, aunque ambicioso.	El Omni Gazetteer de los Estados Unidos es un primer paso.	2456_xnli.dev	7366_xnli.dev	verbatim	xnli.dev
es	neutral	¿Qué aspecto de nuestra política exterior teme más Richard Clarkede que quede congelado o sea abandonado mientras los civiles son asesinados en Ruanda o sean congelados mientras los civiles son asesinados en Kosovo?	Clarke tiene preocupaciones sobre cómo responderemos a la violencia reciente.	2161_xnli.dev	6481_xnli.dev	slate	xnli.dev
es	entailment	Un caballero está ligado a su corcel a través del latín caballus (caballo).	El mismo nombre de un caballero indica su conexión con su caballo.	2284_xnli.dev	6851_xnli.dev	verbatim	xnli.dev
es	entailment	22 A pesar de estos estrictos estándares de legislación con niveles salariales actualizados de vez en cuando, las violaciones generalizadas en los lugares de trabajo de prendas de vestir se han convertido en algo común en los años noventa.	Los niveles salariales en la industria de la indumentaria no están estancados.	663_xnli.dev	1989_xnli.dev	oup	xnli.dev
es	entailment	El aumento de la población es como la polución a la inversa.	El crecimiento de la población es similar al inverso de la contaminación.	2048_xnli.dev	6143_xnli.dev	slate	xnli.dev
es	neutral	La Figura 6 muestra los costos unitarios promedio generados con la función de costo para el USPS.	El coste medio del servicio de correos está reflejado en el gráfico 6 y representa todos los beneficios.	1448_xnli.dev	4342_xnli.dev	government	xnli.dev
es	entailment	Las maravillosas conexiones que se forjan cada día son posibles gracias al apoyo de las operaciones de la Sociedad.	La Sociedad contribuye mucho a las conexiones que se hacen.	1988_xnli.dev	5962_xnli.dev	letters	xnli.dev
es	entailment	Fue ella ahora la que la defendía, su voz temblaba con indignación.	La mujer estaba enfadada y a la defensiva.	820_xnli.dev	2459_xnli.dev	fiction	xnli.dev
es	contradiction	Solo a unas manzanas en la trasera del Malecen hay una creciente cantidad de clubes únicos con un toque más urbano.	La colección de palos es aburrida e igual que las otras.	1133_xnli.dev	3398_xnli.dev	travel	xnli.dev
es	contradiction	Mi hermana salió una vez con un joven fornido que era un apoyo vigoroso de la Universidad de Iowa, de los equipos deportivos conocidos como Hawkeyes.	Mi hermana es monja y nunca ha salido con un hombre.	2491_xnli.dev	7471_xnli.dev	verbatim	xnli.dev
es	entailment	Otras pruebas corroboran su cuenta.	Hay otra información que contiene evidencia que respalda lo que ella dijo.	1627_xnli.dev	4880_xnli.dev	nineeleven	xnli.dev
es	neutral	Mi esperanza es que hayas sido muy bendecido y alentado por este problema.	Sé que harás todo lo que esté a tu alcance para luchar contra el cáncer de lactancia.	1766_xnli.dev	5298_xnli.dev	letters	xnli.dev
es	contradiction	El martes, Bush advirtió: Con demasiada frecuencia, en asuntos sociales, mi partido ha pintado una imagen de Estados Unidos inclinándose hacia Gomorra.	El jueves, Bush felicitó a su partido por pintar una imagen de Estados Unidos en dirección al sol.	2165_xnli.dev	6495_xnli.dev	slate	xnli.dev
es	entailment	Pero tienen un nombre secreto y privado que sigue siendo un secreto familiar.	Esta familia tiene un secreto que permanece escondido.	2321_xnli.dev	6963_xnli.dev	verbatim	xnli.dev
es	neutral	Las maravillosas conexiones que se forjan cada día son posibles gracias al apoyo de las operaciones de la Sociedad.	La Sociedad ayuda a las personas a encontrar personas que también estén interesadas en las artes.	1988_xnli.dev	5964_xnli.dev	letters	xnli.dev
es	contradiction	Esperamos con interés su apoyo continuo y trabajar aún más estrechamente con usted y su personal este año y en el año fiscal 2002.	Tenemos la intención de cortar nuestra relación con su organización con efecto inmediato.	1377_xnli.dev	4129_xnli.dev	government	xnli.dev
es	contradiction	Pero tienen un nombre secreto y privado que sigue siendo un secreto familiar.	Un miembro de la familia publicó un libro y reveló todos los secretos de la familia.	2321_xnli.dev	6961_xnli.dev	verbatim	xnli.dev
es	neutral	El habla inglesa ya está recargada con palabras superfluas que nunca deberían haberse aceptado y que incluso ahora se debería rechazar.	Los expertos han identificado cincuenta palabras diferentes que no deberían formar parte del lenguaje.	2492_xnli.dev	7475_xnli.dev	verbatim	xnli.dev
es	entailment	El New Yorker ha contraatacado con ediciones especiales-- tomos masivos sobre la raza, Hollywood o el futuro.	En respuesta, el New Yorker ha publicado enormes números especiales sobre temas como Hollywood, la raza y el futuro.	2229_xnli.dev	6686_xnli.dev	slate	xnli.dev
es	neutral	Las tasas para los estudiantes han aumentado un 12 % desde 1992-92, lo que representa una subida considerable.	La matrícula seguirá aumentando cada año.	1899_xnli.dev	5697_xnli.dev	letters	xnli.dev
es	contradiction	Los patios y pabellones masivos sobre las cámaras funerarias de Yongle han sido restaurados, y albergan algunos de los tesoros excavados de las Tumbas Ming, incluida la armadura imperial.	No puedes ver nada viejo en exhibición.	1072_xnli.dev	3216_xnli.dev	travel	xnli.dev
es	contradiction	Tienes el descaro de reprenderme porque no te cojo las manos cuando sé cómo están manchadas; ¿cuando sé que eres un asesino y algo peor? La miró con la abierta.	Eligió tomar sus manos porque eran pequeñas, delicadas y, sobre todo, limpias.	767_xnli.dev	2301_xnli.dev	fiction	xnli.dev
es	entailment	No se deben pasar por alto los destellos de sabiduría.	Los destellos de sabiduría siempre deben ser considerados.	2441_xnli.dev	7323_xnli.dev	verbatim	xnli.dev
es	contradiction	Un oficial del Tesoro describió la postura de la CIA como negligente benigna hacia el Centro de Seguimiento de Activos Terroristas Extranjeros (FTATC), dijo que la CIA considera que el seguimiento financiero tiene una utilidad limitada.	La CIA se basó en el seguimiento financiero ya que es la herramienta principal contra el terrorismo.	1741_xnli.dev	5223_xnli.dev	nineeleven	xnli.dev
es	contradiction	Sabol dijo que, de vez en cuando, tiene que hacer una parada en boxes. Aunque incluso esto está organizado convenientemente.	Sabol comentó que no necesita tomar descansos.	2055_xnli.dev	6165_xnli.dev	slate	xnli.dev
es	entailment	La acústica dentro del sepulcro es muy precisa, exagerando el sonido de los visitantes que se aproximan.	La acústica hace que las cosas suenen fuerte.	1111_xnli.dev	3333_xnli.dev	travel	xnli.dev
es	neutral	Después de exigir repetidamente que Sudán dejase de apoyar a grupos terroristas, en 1993 el gobierno de Estados Unidos designó al país como un estado patrocinador del terrorismo.	Sudán apoyaba a terroristas con pago de dinero y entrenamiento.	1690_xnli.dev	5068_xnli.dev	nineeleven	xnli.dev
es	neutral	Los vertederos de la historia están llenos de ruinas.	A veces, los objetos preciosos que evocan recuerdos fuertes de eventos históricos pasados se encuentran en los restos de los patios de basura.	2069_xnli.dev	6206_xnli.dev	slate	xnli.dev
es	contradiction	El espíritu de liberalismo prevaleciente en Europa tardó en llegar a España.	España nunca ha sido liberal.	1218_xnli.dev	3654_xnli.dev	travel	xnli.dev
es	contradiction	Las palabras que no encajan no se pueden devolver.	Todas las palabras son adecuadas.	2467_xnli.dev	7399_xnli.dev	verbatim	xnli.dev
es	entailment	¿Podría el estadístico promedio ser la fuente de orden en los organismos?	Está claro que hay un orden en los organismos.	721_xnli.dev	2161_xnli.dev	oup	xnli.dev
es	entailment	Pídeles que salgan a navegar, Jeremy - dijo en voz baja.	Él habló con un tono suave.	974_xnli.dev	2920_xnli.dev	fiction	xnli.dev
es	neutral	Si la inteligencia de defensa se reorganiza para elevar las responsabilidades del director de la DIA, entonces esa persona podría ser el funcionario apropiado.	Director de la DIA es la posición más baja en relación con las responsabilidades.	1650_xnli.dev	4948_xnli.dev	nineeleven	xnli.dev
es	neutral	No se deben pasar por alto los destellos de sabiduría.	Los destellos de sabiduría, son de gran importancia.	2441_xnli.dev	7322_xnli.dev	verbatim	xnli.dev
es	neutral	Su relación con ella permaneció cercana durante su tiempo en EE. UU.	Él tuvo una relación con una mujer estadounidense.	1682_xnli.dev	5044_xnli.dev	nineeleven	xnli.dev
es	neutral	bueno, definitivamente los mantendremos pobres y pisoteados e indefensos	Lo hacemos tan mal que la gente no logra tener éxito en nuestra sociedad.	493_xnli.dev	1479_xnli.dev	telephone	xnli.dev
es	entailment	Lo que pienso de usted puede ser muy poco para usted, señor. Esto fue un golpe desarmado.	No importa lo que pienso de ti.	961_xnli.dev	2881_xnli.dev	fiction	xnli.dev
es	neutral	Tu apoyo a Goodwill proveerá formación profesional y servicio de colocación para ayudar a los más pobres de Indiana a encontrar empleos significativos.	El respaldo a Goodwill reducirá la tasa de desempleo.	1785_xnli.dev	5355_xnli.dev	letters	xnli.dev
es	contradiction	Sin embargo, el USDA argumenta que lo que se necesita es más poder de aplicación, y con ese fin, está avanzando un proyecto de ley diseñado para ampliar su autoridad.	El USDA considera que necesitan una aplicación más flexible.	2061_xnli.dev	6183_xnli.dev	slate	xnli.dev
es	contradiction	Los vertederos de la historia están llenos de ruinas.	Los depósitos de chatarra son instalaciones de almacenamiento con productos limpios y nuevos, almacenados en columnas ordenadas.	2069_xnli.dev	6205_xnli.dev	slate	xnli.dev
es	entailment	Es necesaria la asociación de un fondo privado y fondos propios de la Universidad para que nuestra facultad de derecho continúe creciendo tanto en tamaño como en influencia.	Nuestra escuela de derecho necesita fondos para continuar creciendo.	1756_xnli.dev	5268_xnli.dev	letters	xnli.dev
es	entailment	Las esperanzas han aumentado, y también se han desvanecido, sobre los cítricos y la piña de las Bahamas.	El cítrico bahameño no fue todo lo bueno que todos esperaban.	1013_xnli.dev	3039_xnli.dev	travel	xnli.dev
es	neutral	Es necesaria la asociación de un fondo privado y fondos propios de la Universidad para que nuestra facultad de derecho continúe creciendo tanto en tamaño como en influencia.	Nuestra Facultad de Derecho cuenta con el respaldo, en parte, de la Fundación Melinda y Bill Gates.	1756_xnli.dev	5267_xnli.dev	letters	xnli.dev
es	entailment	El segundo nivel de falsedad es que Brock defiende a Hillary sólo para elevar su propio escándalo de propiedad.	El siguiente nivel de mentiras va a ser uno en el que Brock defiende a Hillary para agrandarse a sí mismo.	2167_xnli.dev	6501_xnli.dev	slate	xnli.dev
es	contradiction	Sí, no lo hago bien, ¿qué es lo que pasó en la derrota en diciembre pasado? ¿o por cuántos votos? ¿o por unos pocos cientos de votos?	Pasó por un margen de 99 %.	351_xnli.dev	1053_xnli.dev	telephone	xnli.dev
es	contradiction	Tus palabras se han enfadado con él.	Él realmente disfrutó de lo que dijiste.	914_xnli.dev	2742_xnli.dev	fiction	xnli.dev
es	neutral	El aumento de la población es como la polución a la inversa.	La polución es un factor limitante para el crecimiento de la población.	2048_xnli.dev	6142_xnli.dev	slate	xnli.dev
es	entailment	Steve, ni siquiera he podido quitarte tu billetera; respondió Hatch.	Hatch bromeó que ni siquiera podía levantar la billetera de Steve.	2032_xnli.dev	6096_xnli.dev	slate	xnli.dev
es	contradiction	Por supuesto que eso podría aumentar el crimen, ya sabes, y la gente entra y te roba la televisión y la vente porque ya no pueden trabajar más, ya sabes	Esto causará un descenso en el crimen.	333_xnli.dev	999_xnli.dev	telephone	xnli.dev
es	neutral	Los periódicos locales y las pocas emisoras satelitales influyentes, como Al Jazeera, a menudo refuerzan el tema yihadista que retrata a Estados Unidos como antimusulmán.	Algunos periódicos de Arizona parecen antimusulmanes.	1608_xnli.dev	4823_xnli.dev	nineeleven	xnli.dev
es	entailment	En su propio interés ilustrado, cuentan con el apoyo de esta incipiente organización, sabiendo que beneficiaría a la ciudad en su conjunto.	Apoyaban a la organización porque sabían que aportaría beneficios a la ciudad.	1861_xnli.dev	5583_xnli.dev	letters	xnli.dev
es	entailment	Su ayuda hoy nos permitirá fortalecer aún más la herencia filantrópica de los Estados Unidos al expandir los cruciales programas educativos, de liderazgo y de divulgación del Centro.	Podrías ayudarnos a expandir nuestros programas de alcance.	1826_xnli.dev	5478_xnli.dev	letters	xnli.dev
es	neutral	Las palabras suaves y cálidas de los niños nos permiten calmar nuestros temores sobre los ordenadores que se bloquean, explotan y suspenden.	Las palabras suaves y cálidas de los niños nos permiten no temer que los ordenadores se bloqueen, bombardeen y aborten.	2423_xnli.dev	7269_xnli.dev	verbatim	xnli.dev
es	contradiction	Así como Ross, Mehta lucha por expresar las virtudes inefables de William Shawn.	Ross y Mehta no tienen problemas para expresar los principios de William Shawn.	2127_xnli.dev	6380_xnli.dev	slate	xnli.dev
es	entailment	La conexión entre la nación limitada y la igualdad sin límites tiene connotaciones paradójicas.	La nación no está alcanzando todo su potencial.	682_xnli.dev	2046_xnli.dev	oup	xnli.dev
es	neutral	El crecimiento económico es parte fundamental de la creatividad del universo como un todo.	El crecimiento económico modela muchos sistemas naturales que se encuentran en el universo.	681_xnli.dev	2042_xnli.dev	oup	xnli.dev
es	neutral	¿Por qué Gates produce a un ritmo tan frenético?	El Presidente se preguntaba por qué las máquinas en la fábrica de Gates producen a un ritmo tan alto.	2214_xnli.dev	6641_xnli.dev	slate	xnli.dev
es	neutral	um, no hay nada de malo con ser un padre que da todo lo que tiene a uh a uh una persona como uh como como tú	Está bien que los padres respalden a sus hijos hasta que puedan hacer las cosas solos.	454_xnli.dev	1361_xnli.dev	telephone	xnli.dev
es	contradiction	No estás seguro de que has sido claro del lado de quién estás.	Es obvio a quién apoyas.	2066_xnli.dev	6196_xnli.dev	slate	xnli.dev
es	contradiction	El cinismo se disuelve con su primer sabor del ambiente apacible de la ciudad, creado por una combinación inteligente de las comodidades de la modernidad sofisticada con los placeres más simples de la naturaleza en la puerta trasera.	La ciudad es un lugar enfadado y terrible.	1219_xnli.dev	3655_xnli.dev	travel	xnli.dev
es	neutral	La cooperación entre el programa y las divisiones de integridad es el medio por el cual se abordan los asuntos emergentes.	Los dos grupos trabajaron juntos para asegurarse de que no faltaba ninguna pieza importante.	1417_xnli.dev	4250_xnli.dev	government	xnli.dev
es	contradiction	costoso, puede obtener una gran cantidad de dinero en ese tipo de cosas, especialmente las cosas buenas	No vale nada porque es basura.	460_xnli.dev	1378_xnli.dev	telephone	xnli.dev
es	neutral	El gran momento histórico se produjo en 1864, cuando su capital, Charlottetown, organizó una reunión de líderes marítimos con delegados de Ontario y Quebec para marcar el camino hacia el estatus federal de Canadá como un dominio unido.	Charlottetown acogió a líderes que estaban cambiando el sector marítimo.	1227_xnli.dev	3679_xnli.dev	travel	xnli.dev
es	neutral	El problema de la explotación en las relaciones sexuales aparentemente voluntarias nos ha acompañado hace mucho.	El problema es que la explotación está mejorando.	615_xnli.dev	1843_xnli.dev	oup	xnli.dev
es	neutral	Como veremos en ambos casos, parece que algo profundo está sucediendo en el universo que no está finitamente preestablecido.	El universo en un lugar muy confunso.	709_xnli.dev	2126_xnli.dev	oup	xnli.dev
