language	gold_label	sentence1	sentence2	promptID	pairID	genre	source_dataset
es	neutral	Me quedan una o dos espinas. Y, con una risa, Blood se fue a su camarote.	Sangre estaba riendo porque estaba feliz.	855_xnli.dev	2564_xnli.dev	fiction	xnli.dev
es	contradiction	Mihdhar dio el Hotel Marriott, en Nueva York, como su dirección, pero pasó la noche en otro hotel de Nueva York.	Mihdhar tuvo una maravillosa estancia en el Hotel Marriott de Nueva York.	1625_xnli.dev	4874_xnli.dev	nineeleven	xnli.dev
es	contradiction	oh, bueno, en cierta manera tengo un ordenador mío, tenemos dos PC en casa pero ninguno de los dos es realmente mío, tampoco ninguno está relacionado con el trabajo y	No tengo ningún dispositivo electrónico.	479_xnli.dev	1435_xnli.dev	telephone	xnli.dev
es	entailment	El buen Dr. Spooner, un hombre amable de pelo blanco y rostro angelical, sirvió en la New College durante medio siglo como académico distinguido y administrador capaz.	El Dr. Spooner formó parte de New College por décadas.	2263_xnli.dev	6788_xnli.dev	verbatim	xnli.dev
es	entailment	Por ejemplos, los empleados deberían tener que usar una tarjeta de crédito designada por la agencia para ciertos gastos, como los hoteles.	Los empleados necesitarían usar la tarjeta de crédito del hotel.	1300_xnli.dev	3900_xnli.dev	government	xnli.dev
es	entailment	Algunos propietarios de instalaciones han sido innovadores en sus planes de construcción para minimizar el tiempo de espera.	El tiempo de inactividad se puede reducir utilizando planes de construcción innovadores.	1294_xnli.dev	3880_xnli.dev	government	xnli.dev
es	contradiction	El gobierno de Estados Unidos proporciona abundante información sobre el gasto en defensa militar, incluida la inteligencia militar.	El gobierno de los Estados Unidos no le dirá a nadie cuánto gastan en algo.	1744_xnli.dev	5232_xnli.dev	nineeleven	xnli.dev
es	contradiction	No volvió a decir una hora, así que me hizo ir allí estresado, y ni siquiera sé cuándo es necesario.	No estaba preocupado en absoluto, ocurriría cuando ocurriera.	106_xnli.dev	318_xnli.dev	facetoface	xnli.dev
es	contradiction	Pídeles que salgan a navegar, Jeremy - dijo en voz baja.	Jeremy gritó muy alto para llamar su atención.	974_xnli.dev	2921_xnli.dev	fiction	xnli.dev
es	neutral	No explotaría sin el gatillo.	El detonador hace explotar la bomba...	145_xnli.dev	434_xnli.dev	facetoface	xnli.dev
es	neutral	costoso, puede obtener una gran cantidad de dinero en ese tipo de cosas, especialmente las cosas buenas	Puede recibir un montón de dinero si tiene las mejores telas.	460_xnli.dev	1380_xnli.dev	telephone	xnli.dev
es	neutral	Por eso no me gradúe en la universidad, pero nunca, nunca leí ninguno de los libros que tenía que leer.	Abandoné la Universidad en 2002.	125_xnli.dev	375_xnli.dev	facetoface	xnli.dev
es	neutral	Es un área rocosa en la que un ranchero llamado Lover se escondió entre los pedruscos de la gente que quería matarlo.	El amante huyó de la ley y lo quería muerto.	2485_xnli.dev	7454_xnli.dev	verbatim	xnli.dev
es	contradiction	Hoy en día, el término barbacoa se utiliza solo para referirse a la cocción de la carne en un hoyo. A esto también se le conoce como cocción en hoyo.	El término barbacoa se usa para significar verduras asadas en el horno.	605_xnli.dev	1813_xnli.dev	oup	xnli.dev
es	neutral	Cete de Charlevoix es parte de las cumbres laurentianas, alcanzando el río Saguenay donde los coureurs de bois salieron en búsqueda de pieles.	El río Saguenay fue parte del comercio de pieles de los franceses a los españoles.	1062_xnli.dev	3185_xnli.dev	travel	xnli.dev
es	contradiction	¿Así que se quedó en Augusta después de eso?	Sé que abandonó Augusta inmediatamente.	201_xnli.dev	603_xnli.dev	facetoface	xnli.dev
es	neutral	Nos intimidaba un poco el aspecto, pero lo comimos, sin entusiasmo, pero con el labio superior rígido que habíamos bebido, por así decirlo, con la leche de nuestra madre.	Nos sentimos obligados a comer lo que pusieron delante de nosotros porque no queríamos ofender a nuestros anfitriones.	2299_xnli.dev	6896_xnli.dev	verbatim	xnli.dev
es	contradiction	Como consecuencia, tuvo un aumento de sueldo y otras prestaciones remuneradas aumentaron considerablemente, aproximadamente de unos 465 $ al mes a 3925 $, manteniéndose en ese nivel hasta diciembre de 2000.	Su ingreso mensual disminuyó.	1689_xnli.dev	5067_xnli.dev	nineeleven	xnli.dev
es	contradiction	la consistencia es una forma de ritualismo.	Resultados consistentes en resultados caóticos y aleatorios.	2334_xnli.dev	7001_xnli.dev	verbatim	xnli.dev
es	contradiction	Y entonces ella se sentó, y, sabes, seguían charlando, y seguían pudiendo ver a esta persona, y esta persona estaba andando muy, muy rápido.	Ella permaneció en silencio y miró hacia su escritorio.	210_xnli.dev	630_xnli.dev	facetoface	xnli.dev
es	neutral	Ramzi Yousef y Khalid Sheikh Mohammed planearon la trama aérea de Manila en 1995, y KSM ayudó a financiar el intento de Yousef de volar el World Trade Center en 1993.	Estas parcelas presentaron fallas y se descartaron más esfuerzos.	1533_xnli.dev	4599_xnli.dev	nineeleven	xnli.dev
es	contradiction	Descubrimos que era una aeronave U2, pero no pudimos, no podíamos decir nada sobre lo que era; nada a nuestras esposas, niños, o a nadie.	Le dijimos a todo el mundo todo acerca del asunto.	175_xnli.dev	524_xnli.dev	facetoface	xnli.dev
es	contradiction	Hacer mal (a alguien) - La violación de Lucrecia, línea 1462:	alguien no lo hizo nada mal	2411_xnli.dev	7231_xnli.dev	verbatim	xnli.dev
es	entailment	La maestra explicó, en términos que esperaba fueran apropiados para su audiencia.	El profesor intentó explicar en público: los términos apropiados.	2438_xnli.dev	7314_xnli.dev	verbatim	xnli.dev
es	contradiction	El Club de las Primeras Damas, una comedia vengativa sobre tres esposas abandonadas, recaudó más en su primer fin de semana que cualquier otra película de mujeres en la historia.	First Wives Club es una película de amor con un final feliz, una película romántica de amor perdurable al casarse con su primer novio.	2058_xnli.dev	6172_xnli.dev	slate	xnli.dev
es	neutral	Ya hemos hecho mucho, pero queda mucho por hacer.	Hay exactamente cinco tareas más que todavía se deben realizar.	1363_xnli.dev	4088_xnli.dev	government	xnli.dev
es	neutral	El coste de fabricación de estas casas supera con creces lo que nuestros compradores pagan por ellas, por lo que dependemos de subvenciones y donaciones individuales de particulares para que sean asequibles.	Las casas fueron más caras de lo esperado.	1805_xnli.dev	5415_xnli.dev	letters	xnli.dev
es	neutral	Charles F. Lummis (1859-1928) fue un reconocido defensor del folclore mexicano en el suroeste y California. Fue un fotógrafo, etnólogo, musicólogo, periodista autodidacta y fundador del Southwest Museum en Los Ángeles.	Charles F. Lummis era gracioso.	641_xnli.dev	1923_xnli.dev	oup	xnli.dev
es	entailment	Desde un comienzo modesto hasta su rango actual como uno de los mejores centros médicos de la nación, el único colegio médico de Indiana muestra muy orgulloso su patrimonio.	El estado de Indiana tiene solo una escuela de medicina.	1786_xnli.dev	5357_xnli.dev	letters	xnli.dev
es	neutral	Cuando la sociedad civil hace oídos sordos, las ideas locas pierden su ventaja.	La mayoría de las ideas locas son ignoradas por la sociedad civil.	549_xnli.dev	1647_xnli.dev	oup	xnli.dev
es	neutral	Esta especulación se basa, al menos en parte, en el liderazgo de Thumairy de una facción extremista en la mezquita.	Estas facciones conformaron más de la mitad de la membresía del modque.	1714_xnli.dev	5141_xnli.dev	nineeleven	xnli.dev
es	neutral	Hacer mal (a alguien) - La violación de Lucrecia, línea 1462:	Alguien había sido violado	2411_xnli.dev	7232_xnli.dev	verbatim	xnli.dev
es	contradiction	Los efectos técnicos de los costos, debido al trabajo realizado por una parte que puede hacerlo a un costo mayor, también se calculan de la misma manera que antes.	No han descubierto cómo calcular los efectos de los costes técnicos.	1288_xnli.dev	3863_xnli.dev	government	xnli.dev
es	contradiction	¿No vas a ir? Él dijo, entre la pregunta y la afirmación.	Por favor, ¡no vayas! Le rogó.	985_xnli.dev	2954_xnli.dev	fiction	xnli.dev
es	contradiction	Las Gargantas de Apreamont (cerca de la pequeña ciudad de Barbizon, famosa por sus pintores paisajistas del siglo XIX) tienden a estar menos abarrotadas.	Las ciudades cerca de Barbizon son las más pobladas.	1190_xnli.dev	3568_xnli.dev	travel	xnli.dev
es	entailment	pero, por otro lado, hemos comido un montón de mapaches y zarigüeyas y tortugas de todo tipo	He comido animales inusuales como tortuga, mapache y comadreja.	311_xnli.dev	932_xnli.dev	telephone	xnli.dev
es	neutral	es algo así como un jabón, una cosa tipo de telenovela nocturna	El espectáculo se parece mucho a Days of Our lives.	495_xnli.dev	1485_xnli.dev	telephone	xnli.dev
es	contradiction	Aunque la aseveración es mejor, una respuesta da una imagen mental de compleción.	La declaración no es mejor.	2498_xnli.dev	7493_xnli.dev	verbatim	xnli.dev
es	contradiction	P. D.: Su donación es importante para nuestro 85.º aniversario haciendo del Teatro Cívico de Indianápolis el teatro comunitario en funcionamiento continuo más antiguo del país.	Estamos celebrando la apertura del teatro más novedoso de Indianapolis.	1768_xnli.dev	5303_xnli.dev	letters	xnli.dev
es	neutral	¿Debería ayudarla con los deberes? Y en ese caso, ¿cómo?	Debería preguntarle si necesita ayuda con los deberes.	742_xnli.dev	2224_xnli.dev	oup	xnli.dev
es	entailment	Varios templos pequeños se pueden encontrar aquí.	Hay algunos templos pequeños.	1104_xnli.dev	3311_xnli.dev	travel	xnli.dev
es	contradiction	Había pasado una quincena en Port Royal, su barco era prácticamente uno más en el escuadrón de Jamaica.	Nunca había estado en Port Royal.	852_xnli.dev	2554_xnli.dev	fiction	xnli.dev
es	contradiction	La última oración Suponemos, por supuesto, que no ha enviado este ensayo a otra parte.	Entendemos que ha publicado previamente este ensayo en cinco periódicos.	2279_xnli.dev	6836_xnli.dev	verbatim	xnli.dev
es	neutral	El último domingo, 18 de junio, llovió y redujo drásticamente la asistencia al Festival de mitos, folclore e historia, Keepers of the Lore/Joseph Campbell, de este año.	El pasado domingo llovieron 17 pulgadas.	1829_xnli.dev	5486_xnli.dev	letters	xnli.dev
es	entailment	Las nueve agencias que respondieron informan su participación en un	Hubo nueve agencias que respondieron afirmativamente que participarían.	1272_xnli.dev	3815_xnli.dev	government	xnli.dev
es	contradiction	Cuando tiro, cuando tira del toldo para que empiece a sacarle, señala dos instrumentos en el lado izquierdo de la aeronave que se habían derretido durante el vuelo.	Todos los instrumentos en el avión estaban intactos.	34_xnli.dev	100_xnli.dev	facetoface	xnli.dev
es	contradiction	Sólo con la ayuda de nuestros socios filántropos hemos podido lograr mucho.	Dado el estado de los mercados financieros, nuestros socios filantrópicos han retirado todos sus fondos.	1759_xnli.dev	5276_xnli.dev	letters	xnli.dev
es	entailment	Solo perdimos dos, tres aviones mientras estábamos allí, y, uh, fase de prueba.	Un par de aviones se perdieron.	41_xnli.dev	122_xnli.dev	facetoface	xnli.dev
es	entailment	Bueno, de todos modos, volví a mi, mi escritorio.	Regresé a mi asiento.	233_xnli.dev	698_xnli.dev	facetoface	xnli.dev
es	neutral	En la avenida principal de ese jardín, que estaba bordeada de palmeras y sándalo, había visto a la señorita Bishop sola.	La señorita Bishop fue al jardín para contemplar su vida.	863_xnli.dev	2588_xnli.dev	fiction	xnli.dev
es	neutral	Según Binalshibh, si Bin Ladin y KSM se habrían enterado antes del 9/11 que Moussaoui había sido detenido, podrían haber cancelado la operación.	Bin Laden no sabía que el FBI había retenido a Moussaoui.	1565_xnli.dev	4694_xnli.dev	nineeleven	xnli.dev
es	neutral	Esa puede ser nuestra torre de control, sugiere a Vance, señalando a una esquina en una estantería.	Los niños juegan con aviones de juguete	656_xnli.dev	1966_xnli.dev	oup	xnli.dev
es	entailment	Los ejecutivos también podrían recibir una calificación de provisional o fallar para cada elemento.	Cada elemento sobre el que se pone a prueba la función ejecutiva puede dar lugar a puntuaciones diferentes.	1256_xnli.dev	3766_xnli.dev	government	xnli.dev
es	contradiction	Este proyecto llamado Partners for Justice es una operación cooperativa entre los cinco programas de LSC, LATIS, el Appleseed Justice Center, el programa Pro Bono del Colegio de Abogados de Carolina del Sur y 46 agencias de servicios sociales.	Partners for Justice no es un proyecto cooperativo.	1458_xnli.dev	4372_xnli.dev	government	xnli.dev
es	entailment	189 y los costes para el usuario se estiman de la misma forma.	Adivinaron el coste del usuario.	1266_xnli.dev	3796_xnli.dev	government	xnli.dev
es	entailment	La última consecuencia perversa de la dimisión de Livingston es que ha permitido que Clinton parezca magnánimo.	La renuncia de Livingston ha permitido que Clinton parezca indulgente.	2073_xnli.dev	6217_xnli.dev	slate	xnli.dev
es	neutral	La escasez de trabajadores de TI capacitados en el entorno actual del mercado, suele ser una razón importante para que las organizaciones líderes externalicen estos servicios.	No hay suficientes trabajadores de TI porque todos se fueron a la India.	1282_xnli.dev	3845_xnli.dev	government	xnli.dev
es	neutral	Como miembro de la facultad de derecho __, sé que estás al tanto de nuestro progreso.	Soy miembro de la escuela de leyes.	1799_xnli.dev	5395_xnli.dev	letters	xnli.dev
es	neutral	¿Dejarás de hablar de motín y traición y consejo de guerra? Blood se puso su sombrero, y se sentó sin invitación.	El sombrero de sangre era negro, con tres plumas de águila.	787_xnli.dev	2361_xnli.dev	fiction	xnli.dev
es	entailment	Están dentro del alcance, gritó Ogle.	Ogle dijo que eran accesibles.	790_xnli.dev	2368_xnli.dev	fiction	xnli.dev
es	contradiction	Si a algo ha contribuido ha sido a aumentar su entusiasmo.	Disminuyó su emoción.	938_xnli.dev	2812_xnli.dev	fiction	xnli.dev
es	neutral	Kuala Perlis, al sur de la capital del estado, Kangar, es el punto de partida para el viaje en ferry de menos de una hora a Langkawi.	Kuala Perlis estaba a 17 millas al sur.	1086_xnli.dev	3256_xnli.dev	travel	xnli.dev
es	contradiction	Espinosa tuvo muchos romances en California en la década de los 20.	Esponosa murió en 1900.	508_xnli.dev	1524_xnli.dev	oup	xnli.dev
es	neutral	El trabajo del Dr. Loren I. Field y sus colegas en la Escuela fue historia de portada en una edición reciente de Science - la revista prominente reconociendo la investigación de referencia.	Loren Field es el científico principal de la escuela	1948_xnli.dev	5842_xnli.dev	letters	xnli.dev
es	neutral	Concretamente, te unirás a un grupo de distinguidos ejecutivos de una fundación, líderes de negocios, académicos, profesionales de desarrollo y voluntarios en el sector sin ánimo de lucro...	El grupo está lleno de alumnos de Ivy League y filántropos.	1852_xnli.dev	5554_xnli.dev	letters	xnli.dev
es	neutral	Un tema del que se habla durante la entrevista inicial es la reacción del hogar al correo publicitario.	En desacuerdo en la entrevista no conseguirá el trabajo.	1264_xnli.dev	3790_xnli.dev	government	xnli.dev
es	entailment	Ese fue..., ese fue un día bastante aterrador.	Ese día realmente me asustó.	74_xnli.dev	222_xnli.dev	facetoface	xnli.dev
es	neutral	Claramente los niños de hoy pasan demasiadas horas frente al televisor, una circunstancia que restringe el tiempo disponible para actividades con los padres, jugar, leer y otras actividades que merecen la pena.	Los niños de hoy pasan más tiempo viendo la TV que leyendo.	722_xnli.dev	2164_xnli.dev	oup	xnli.dev
es	entailment	Wow, tal vez debería ir a verlo en el teatro y planear ir a cenar después para poder sentarnos y hablar sobre eso	Podemos ir a cenar después del espectáculo.	490_xnli.dev	1470_xnli.dev	telephone	xnli.dev
es	entailment	Sí, sí, sí, ya sabes, ni siquiera me importaría tanto si tuvieran una corporación financiada.	Si la corporación fuera financiada, no me molestaría.	300_xnli.dev	900_xnli.dev	telephone	xnli.dev
es	contradiction	Esta situación también podría afectar a nuestra capacidad para montar otro festival el próximo año.	Estamos garantizados para tener un festival durante 10 años, sin importar qué suceda.	1926_xnli.dev	5776_xnli.dev	letters	xnli.dev
es	entailment	Mientras que los resultados del test respecto a la investigación física excedieron la media nacional, tanto el detector de metales como de rayos X estaban por debajo de la media.	Los resultados del detector de metales estuvieron por debajo del promedio nacional.	1594_xnli.dev	4781_xnli.dev	nineeleven	xnli.dev
es	neutral	Una vez establecidas, las neuronas comienzan a asumir funciones únicas enviando ramificadores que forman conexiones elaboradas con otras neuronas.	Las neuronas deben estar completamente establecidas antes de que puedan llevar a cabo ciertas funciones.	728_xnli.dev	2183_xnli.dev	oup	xnli.dev
es	entailment	Desvío para ver la mansión diseñada por McKim Mead	McKim Mead diseñó la mansión.	1134_xnli.dev	3400_xnli.dev	travel	xnli.dev
es	contradiction	La Figura 6 muestra los costos unitarios promedio generados con la función de costo para el USPS.	Los costes se muestran en la imagen 9 para USPS.	1448_xnli.dev	4344_xnli.dev	government	xnli.dev
es	entailment	Había pasado una quincena en Port Royal, su barco era prácticamente uno más en el escuadrón de Jamaica.	Pasó 2 semanas en Port Royal.	852_xnli.dev	2555_xnli.dev	fiction	xnli.dev
es	contradiction	¿Qué mejor manera?, demandó.	No hizo ninguna pregunta, ya que sabía que había escogido la mejor manera.	826_xnli.dev	2476_xnli.dev	fiction	xnli.dev
es	contradiction	Pero será acerca del Old Wolf que él quiere verte.	Quiere verte por el Viejo Oso no por el Viejo Lobo.	907_xnli.dev	2719_xnli.dev	fiction	xnli.dev
es	entailment	Práctica 4: Gestionar el riesgo sobre una base continua	El capítulo cuatro contiene un ejercicio práctico sobre cómo tratar el riesgo.	1290_xnli.dev	3868_xnli.dev	government	xnli.dev
es	contradiction	No pienses que lo acepto de buena gana.	Lo acepto de buena gana.	802_xnli.dev	2404_xnli.dev	fiction	xnli.dev
es	contradiction	buen hermano -- esta expresión de uso común presente se encuentra en Julio César (iv.	El término buen hermano solo se ha usado desde el siglo XX.	2296_xnli.dev	6887_xnli.dev	verbatim	xnli.dev
es	entailment	No se pierda la moneda a5 de 1887, que provocó el desconcierto entre los súbditos británicos de la época.	La moneda a5 era británica.	1109_xnli.dev	3326_xnli.dev	travel	xnli.dev
es	entailment	En este poema, Joaquan vive y se escapa en un barco de México o América del Sur y el cuerpo que es decapitado es de hecho el de su buen amigo, Ramen.	El cadáver pertenece a Ramen.	685_xnli.dev	2055_xnli.dev	oup	xnli.dev
es	neutral	Él es de Grecia y él es de un pequeño pueblo en Grecia llamado Tokalleka, vino a América, creo que fue en 1969 o 1970 y se casó pronto.	Él es un hombre griego que no habla inglés.	109_xnli.dev	325_xnli.dev	facetoface	xnli.dev
es	entailment	Tengo más que un trabajo	Tengo trabajo.	1840_xnli.dev	5520_xnli.dev	letters	xnli.dev
es	neutral	¿Desde cuándo has controlado la cubierta principal, Ogle? Recibo mis órdenes del capitán.	El Capitán del barco se sentía bastante enfermo.	885_xnli.dev	2654_xnli.dev	fiction	xnli.dev
es	neutral	No se pierda la moneda a5 de 1887, que provocó el desconcierto entre los súbditos británicos de la época.	La moneda a5 es muy rara.	1109_xnli.dev	3325_xnli.dev	travel	xnli.dev
es	neutral	Aunque no te escriba desde Estados Unidos, allí es donde normalmente estoy, haz me una seña ...	Hoy estoy en Canadá, pero normalmente estoy en los Estados Unidos.	2231_xnli.dev	6691_xnli.dev	slate	xnli.dev
es	entailment	y uh así que realmente disfruté	Eso realmente me gustó.	484_xnli.dev	1450_xnli.dev	telephone	xnli.dev
es	contradiction	Más tarde se ejercieron los tribunales de justicia, aquí se impartió justicia.	Solo fue por la iglesia.	1245_xnli.dev	3733_xnli.dev	travel	xnli.dev
es	contradiction	Lo resumiremos brevemente aquí.	A continuación se describirá el incidente completo con todo detalle.	1686_xnli.dev	5056_xnli.dev	nineeleven	xnli.dev
es	contradiction	acaso sabemos lo que vamos a decir	Sé que no tenemos ni idea de lo que diremos.	441_xnli.dev	1322_xnli.dev	telephone	xnli.dev
es	neutral	Sí, fue bastante razonable	Sí, reconocemos que fue difícil pero, al final, salió bastante bien.	322_xnli.dev	966_xnli.dev	telephone	xnli.dev
es	contradiction	Y la abuela solía contar la historia sobre cómo su hermana y el marido de esta decidieron que se iban a trasladar a la ciudad, a Augusta, y hacerse pasar por blancos.	La Hermana de la Abuela era blanca y se mudó a Texas.	17_xnli.dev	49_xnli.dev	facetoface	xnli.dev
es	neutral	Aunque la aseveración es mejor, una respuesta da una imagen mental de compleción.	La declaración proporciona más detalles.	2498_xnli.dev	7492_xnli.dev	verbatim	xnli.dev
es	contradiction	No era más que un desierto; había artemisa en la pista.	Era una selva tropical.	97_xnli.dev	289_xnli.dev	facetoface	xnli.dev
es	contradiction	Blood rompió el sello y leyó.	El sello permaneció intacto.	862_xnli.dev	2585_xnli.dev	fiction	xnli.dev
es	entailment	¿Así que se quedó en Augusta después de eso?	¿Permaneció en Augusta?	201_xnli.dev	601_xnli.dev	facetoface	xnli.dev
es	entailment	El estadio en sí, y el tipo de actividad que se hacía allí, se llamaron agon, una palabra griega que originalmente significaba simplemente competición, pero que ha dado nuestra palabra agonía.	La palabra agon originalmente significaba competencia en griego.	2440_xnli.dev	7319_xnli.dev	verbatim	xnli.dev
es	neutral	Considere esta figura en el descubrimiento del hecho de que el diccionario más grande de inglés, ahora agotado, tenía 600,000 o más entradas, incluidas muchas formas obsoletas.	El diccionario más grande tenía más de 600,000 entradas.	2355_xnli.dev	7063_xnli.dev	verbatim	xnli.dev
es	contradiction	En la avenida principal de ese jardín, que estaba bordeada de palmeras y sándalo, había visto a la señorita Bishop sola.	No había absolutamente nadie en el jardín.	863_xnli.dev	2589_xnli.dev	fiction	xnli.dev
es	entailment	um, no hay nada de malo con ser un padre que da todo lo que tiene a uh a uh una persona como uh como como tú	Está bien que un padre le dé muchos regalos.	454_xnli.dev	1360_xnli.dev	telephone	xnli.dev
es	contradiction	Si está buscando una alternativa nocturna a Harvard Square, diríjase a Inman Square, con sabor hispano, ubicado en Cambridge Street.	Harvard Square es el mejor de la noche.	1212_xnli.dev	3635_xnli.dev	travel	xnli.dev
es	neutral	Fuera del teatro, los artistas del IRT van directamente al aula para trabajar con niños y presentarlos más personalmente al mundo del teatro.	Los artistas de IRT ayudan a los niños a montar una producción.	1972_xnli.dev	5916_xnli.dev	letters	xnli.dev
es	neutral	Significa todo para Becky, Stephanie, Marcus y Emily, y los estudiantes como ellos.	Becky es una estudiante de 8° grado.	1808_xnli.dev	5423_xnli.dev	letters	xnli.dev
es	neutral	Pues me llevó como una hora o dos encontrar justo lo que necesitaba.	Me llevó mucho tiempo porque el libro era muy grueso y confuso.	240_xnli.dev	719_xnli.dev	facetoface	xnli.dev
es	neutral	Y él dijo: Mamá, estoy en casa.	Llamó a su madre tan pronto como el autobús escolar lo dejó.	1_xnli.dev	1_xnli.dev	facetoface	xnli.dev
es	contradiction	Otros continúan reconociendo nuestro éxito.	Estamos fallando y todos pueden verlo.	1853_xnli.dev	5557_xnli.dev	letters	xnli.dev
es	contradiction	Fotografía de Bill Clinton en la pizarra de la hoja informativa por Kevin Lamarque / Reuters.	Fotografía de Bill Clinton en la tabla de contenido de Vanity Fair por Ralph Emerson/AP News.	2040_xnli.dev	6119_xnli.dev	slate	xnli.dev
es	neutral	Siempre y cuando no pongas objeciones a que los expertos residentes de 10 años te pongan en evidencia.	Los niños de diez años lo saben todo sobre la ciencia.	1205_xnli.dev	3614_xnli.dev	travel	xnli.dev
es	entailment	Pero, ya sabes, él era, en muchos sentidos, como el hijo del dueño de una plantación porque era el hijo de este hombre que tenía muchas propiedades.	Su padre era dueño de muchas propiedades.	22_xnli.dev	66_xnli.dev	facetoface	xnli.dev
es	entailment	Un movimiento rápido de cola o golpe de suerte y se ha ido.	El más mínimo movimiento y eso es todo; se fue.	1032_xnli.dev	3096_xnli.dev	travel	xnli.dev
es	contradiction	Significa todo para Becky, Stephanie, Marcus y Emily, y los estudiantes como ellos.	A Becky no le importa para nada.	1808_xnli.dev	5422_xnli.dev	letters	xnli.dev
es	neutral	La figura 3 muestra los resultados básicos de los dos modelos.	La Figura 3 muestra cómo los modelos calculan los ingresos.	1350_xnli.dev	4048_xnli.dev	government	xnli.dev
es	neutral	Esto no quiere decir que la buena arquitectura sea meramente utilitaria.	La buena arquitectura incluye la belleza estética, así como la función económica.	718_xnli.dev	2152_xnli.dev	oup	xnli.dev
es	neutral	¿Añadirás tus sueños a los nuestros?	¿Nos ayudarás a construir la mejor escuela de la nación?	1859_xnli.dev	5576_xnli.dev	letters	xnli.dev
es	neutral	Los visitantes tendrán la oportunidad de ver los espectáculos cambiantes en el Conservatorio de Hilbert, Las mariposas son libres, El mago de Oz, Tierra de juguetes y Vuelos de fantasía.	Los visitantes podrán ver varios espectáculos en el Conservatorio de Hilbert todos los días.	1956_xnli.dev	5866_xnli.dev	letters	xnli.dev
es	contradiction	El Coronel lo aceptó, y se inclinó con demora, quitándose su amplio sombrero.	El coronel rechazó lo que le daban y conservó su sombrero en señal de desafío.	763_xnli.dev	2288_xnli.dev	fiction	xnli.dev
es	neutral	Have a look at Paseo de Gracia to the east, especially the calles Diputacie, Consejo de Ciento, Mallorca, and ValÃ¨ncia as faro as the Mercado de la Concepcie market.	El mercado vende muchas frutas y verduras.	1157_xnli.dev	3470_xnli.dev	travel	xnli.dev
es	contradiction	En otras palabras, cuando los bienes existentes en una familia incrementan su valor, la gente puede ahorras menos de sus ingresos actuales y aun así lograr su objetivo de ganancias patrimoniales.	Los activos existentes de un hogar no tienen relación con la cantidad de dinero de los ingresos que se debe ahorrar.	1439_xnli.dev	4315_xnli.dev	government	xnli.dev
